成品品號,子件品號(1開頭),模具編號(6開頭),一模穴數,機台編號,平均成型時間(秒),頻率,良率排名
0G58PA0001480000,1G58PA000148000D,6G580002A,2.0,A09,211.0,2.0,
0G58PA0001480000,1G58PA000148000D,6G580002A,2.0,S01,318.0,4.0,1
0G58PA0001480000,1G58PA000148000M,6G580002A,2.0,A02,217.0,3.0,3
0G58PA0001480000,1G58PA000148000M,6G580002A,2.0,A05,303.0,1.0,4
0G58PA0001480000,1G58PA000148000M,6G580002A,2.0,A09,211.0,2.0,
0G58PA0001480000,1G58PA000148000M,6G580002A,2.0,S01,318.0,4.0,1
0G58PA0001480000,1G58PA000148000U,6G580002A,2.0,A02,217.0,3.0,3
0G58PA0001480000,1G58PA000148000U,6G580002A,2.0,A05,303.0,1.0,4
0G58PA0001480000,1G58PA000148000U,6G580002A,2.0,A09,211.0,2.0,
0G58PA0001480000,1G58PA000148000U,6G580002A,2.0,S01,318.0,4.0,1
0G58PA0001480010,1G58PA000148000D,6G580002A,2.0,A02,217.0,3.0,3
0G58PA0001480010,1G58PA000148000D,6G580002A,2.0,A05,303.0,1.0,4
0G58PA0001480010,1G58PA000148000D,6G580002A,2.0,A09,211.0,2.0,
0G58PA0001480010,1G58PA000148000D,6G580002A,2.0,S01,318.0,4.0,1
0G58PA0001480010,1G58PA000148000M,6G580002A,2.0,A02,217.0,3.0,3
0G58PA0001480010,1G58PA000148000M,6G580002A,2.0,A05,303.0,1.0,4
0G58PA0001480010,1G58PA000148000M,6G580002A,2.0,A09,211.0,2.0,
0G58PA0001480010,1G58PA000148000M,6G580002A,2.0,S01,318.0,4.0,1
0G58PA0001480010,1G58PA000148000U,6G580002A,2.0,A02,217.0,3.0,3
0G58PA0001480010,1G58PA000148000U,6G580002A,2.0,A05,303.0,1.0,4
0G58PA0001480010,1G58PA000148000U,6G580002A,2.0,A09,211.0,2.0,
0G58PA0001480010,1G58PA000148000U,6G580002A,2.0,S01,318.0,4.0,1
0G60EDX503400000,1G60M50340A00000,6G600001A,1.0,P02,340.0,1.0,
0G60EDX503400000,1G60M50340A00000,6G600002A,1.0,,,,
0G60EDX503400000,1G60M50340B00000,6G600001A,1.0,P02,340.0,1.0,
0G60EDX503400000,1G60M50340B00000,6G600002A,1.0,,,,
0G60EDX503400000,1G60M50340C00000,6G600001A,1.0,P02,340.0,1.0,
0G60EDX503400000,1G60M50340C00000,6G600002A,1.0,,,,
0G60EDX503400000,1G60M50340D00000,6G600001A,1.0,P02,340.0,1.0,
0G60EDX503400000,1G60M50340D00000,6G600002A,1.0,,,,
0G60EDX503400000,1G60M50340E00000,6G600001A,1.0,P02,340.0,1.0,
0G60EDX503400000,1G60M50340E00000,6G600002A,1.0,,,,
0G60EDX503400000,1G60M50340F00000,6G600001A,1.0,P02,340.0,1.0,
0G60EDX503400000,1G60M50340F00000,6G600002A,1.0,,,,
0J01989000000000,1J019890000000D0,6J011002A,4.0,,,,
0J01989000000000,1J019890000000U0,6J011002A,4.0,,,,
0J01999000000000,1J019990000000D0,6J011003A,4.0,,,,
0J01999000000000,1J019990000000U0,6J011003A,4.0,,,,
0J01878000000000,1J018780000000L0,6J011006A,1.0,A01,180.0,3.0,4
0J01878000000000,1J018780000000L0,6J011006A,1.0,A02,180.0,4.0,1
0J01878000000000,1J018780000000L0,6J011006A,1.0,A03,180.0,2.0,3
0J01878000000000,1J018780000000L0,6J011006A,1.0,A04,180.0,6.0,6
0J01878000000000,1J018780000000L0,6J011006A,1.0,A06,180.0,1.0,5
0J01878000000000,1J018780000000L0,6J011006A,1.0,A08,180.0,5.0,
0J01878000000000,1J018780000000L0,6J011006A,1.0,A09,185.0,7.0,2
0J01878000000000,1J018780000000R0,6J011006A,1.0,A01,180.0,3.0,4
0J01878000000000,1J018780000000R0,6J011006A,1.0,A02,180.0,4.0,1
0J01878000000000,1J018780000000R0,6J011006A,1.0,A03,180.0,2.0,3
0J01878000000000,1J018780000000R0,6J011006A,1.0,A04,180.0,6.0,6
0J01878000000000,1J018780000000R0,6J011006A,1.0,A06,180.0,1.0,5
0J01878000000000,1J018780000000R0,6J011006A,1.0,A08,180.0,5.0,
0J01878000000000,1J018780000000R0,6J011006A,1.0,A09,185.0,7.0,2
0J01KB0A11L00000,1J01KB0A11L000L0,6J011007A,1.0,A01,180.0,3.0,4
0J01KB0A11L00000,1J01KB0A11L000L0,6J011007A,1.0,A02,204.0,6.0,1
0J01KB0A11L00000,1J01KB0A11L000L0,6J011007A,1.0,A03,180.0,2.0,5
0J01KB0A11L00000,1J01KB0A11L000L0,6J011007A,1.0,A04,234.0,5.0,2
0J01KB0A11L00000,1J01KB0A11L000L0,6J011007A,1.0,A06,180.0,1.0,3
0J01KB0A11L00000,1J01KB0A11L000L0,6J011007A,1.0,A08,180.0,4.0,
0J01KB0A11L00000,1J01KB0A11L000R0,6J011007A,1.0,A01,180.0,3.0,4
0J01KB0A11L00000,1J01KB0A11L000R0,6J011007A,1.0,A02,204.0,6.0,1
0J01KB0A11L00000,1J01KB0A11L000R0,6J011007A,1.0,A03,180.0,2.0,5
0J01KB0A11L00000,1J01KB0A11L000R0,6J011007A,1.0,A04,234.0,5.0,2
0J01KB0A11L00000,1J01KB0A11L000R0,6J011007A,1.0,A06,180.0,1.0,3
0J01KB0A11L00000,1J01KB0A11L000R0,6J011007A,1.0,A08,180.0,4.0,
0J01KB0A11L00001,1J01KB0A11L000L1,6J011007A,1.0,A01,180.0,3.0,4
0J01KB0A11L00001,1J01KB0A11L000L1,6J011007A,1.0,A02,204.0,6.0,1
0J01KB0A11L00001,1J01KB0A11L000L1,6J011007A,1.0,A03,180.0,2.0,5
0J01KB0A11L00001,1J01KB0A11L000L1,6J011007A,1.0,A04,234.0,5.0,2
0J01KB0A11L00001,1J01KB0A11L000L1,6J011007A,1.0,A06,180.0,1.0,3
0J01KB0A11L00001,1J01KB0A11L000L1,6J011007A,1.0,A08,180.0,4.0,
0J01KB0A11L00001,1J01KB0A11L000R1,6J011007A,1.0,A01,180.0,3.0,4
0J01KB0A11L00001,1J01KB0A11L000R1,6J011007A,1.0,A02,204.0,6.0,1
0J01KB0A11L00001,1J01KB0A11L000R1,6J011007A,1.0,A03,180.0,2.0,5
0J01KB0A11L00001,1J01KB0A11L000R1,6J011007A,1.0,A04,234.0,5.0,2
0J01KB0A11L00001,1J01KB0A11L000R1,6J011007A,1.0,A06,180.0,1.0,3
0J01KB0A11L00001,1J01KB0A11L000R1,6J011007A,1.0,A08,180.0,4.0,
0J01KB0A11L00002,1J01KB0A11L000L2,6J011007A,1.0,A01,180.0,3.0,4
0J01KB0A11L00002,1J01KB0A11L000L2,6J011007A,1.0,A02,204.0,6.0,1
0J01KB0A11L00002,1J01KB0A11L000L2,6J011007A,1.0,A03,180.0,2.0,5
0J01KB0A11L00002,1J01KB0A11L000L2,6J011007A,1.0,A04,234.0,5.0,2
0J01KB0A11L00002,1J01KB0A11L000L2,6J011007A,1.0,A06,180.0,1.0,3
0J01KB0A11L00002,1J01KB0A11L000L2,6J011007A,1.0,A08,180.0,4.0,
0J01KB0A11L00002,1J01KB0A11L000R2,6J011007A,1.0,A01,180.0,3.0,4
0J01KB0A11L00002,1J01KB0A11L000R2,6J011007A,1.0,A02,204.0,6.0,1
0J01KB0A11L00002,1J01KB0A11L000R2,6J011007A,1.0,A03,180.0,2.0,5
0J01KB0A11L00002,1J01KB0A11L000R2,6J011007A,1.0,A04,234.0,5.0,2
0J01KB0A11L00002,1J01KB0A11L000R2,6J011007A,1.0,A06,180.0,1.0,3
0J01KB0A11L00002,1J01KB0A11L000R2,6J011007A,1.0,A08,180.0,4.0,
0J03MVND00500000,1J03MVND00300000,6J031016A,2.0,,,,
0J03MVND00600000,1J03MVND00400000,6J031016A,2.0,,,,
0J04J00410061000,1J04J004100610D0,6J040004A,2.0,,,,
0J04J00410061000,1J04J004100610U0,6J040004A,2.0,,,,
0J04J00410071000,1J04J004100710D0,6J040005A,2.0,,,,
0J04J00410071000,1J04J004100710U0,6J040005A,2.0,,,,
0J20342PF7010000,1J20342PF70100D0,6J201002A,2.0,B02,180.0,4.0,
0J20342PF7010000,1J20342PF70100D0,6J201002A,2.0,B14,344.0,2.0,
0J20342PF7010000,1J20342PF70100D0,6J201002A,2.0,B15,209.0,3.0,
0J20342PF7010000,1J20342PF70100D0,6J201002A,2.0,B16,311.0,1.0,
0J20342PF7010000,1J20342PF70100U0,6J201002A,2.0,B02,180.0,4.0,
0J20342PF7010000,1J20342PF70100U0,6J201002A,2.0,B14,344.0,2.0,
0J20342PF7010000,1J20342PF70100U0,6J201002A,2.0,B15,209.0,3.0,
0J20342PF7010000,1J20342PF70100U0,6J201002A,2.0,B16,311.0,1.0,
0J20342PFC010000,1J20342PFC0100D0,6J201003A,1.0,,,,
0J20342PFC010000,1J20342PFC0100U0,6J201003A,1.0,,,,
0J20342PFC020000,1J20342PFC0200D0,6J201004A,3.0,A02,200.0,2.0,
0J20342PFC020000,1J20342PFC0200D0,6J201004A,3.0,A03,204.0,1.0,
0J20342PFC020000,1J20342PFC0200D0,6J201004A,3.0,A04,199.0,4.0,
0J20342PFC020000,1J20342PFC0200D0,6J201004A,3.0,A08,192.0,3.0,
0J20342PFC020000,1J20342PFC0200D0,6J201004A,3.0,A09,186.0,5.0,
0J20342PFC020000,1J20342PFC0200U0,6J201004A,3.0,A02,200.0,2.0,
0J20342PFC020000,1J20342PFC0200U0,6J201004A,3.0,A03,204.0,1.0,
0J20342PFC020000,1J20342PFC0200U0,6J201004A,3.0,A04,199.0,4.0,
0J20342PFC020000,1J20342PFC0200U0,6J201004A,3.0,A08,192.0,3.0,
0J20342PFC020000,1J20342PFC0200U0,6J201004A,3.0,A09,186.0,5.0,
0J20342PFP040000,1J20342PFP0400D0,6J201011A,4.0,B09,214.0,4.0,4
0J20342PFP040000,1J20342PFP0400D0,6J201011A,4.0,B10,245.0,1.0,3
0J20342PFP040000,1J20342PFP0400D0,6J201011A,4.0,B12,372.0,5.0,1
0J20342PFP040000,1J20342PFP0400D0,6J201011A,4.0,B13,305.0,3.0,
0J20342PFP040000,1J20342PFP0400D0,6J201011A,4.0,B14,279.0,2.0,2
0J20342PFP040000,1J20342PFP0400D0,6J201011A,4.0,B15,198.0,6.0,
0J20342PFP040000,1J20342PFP0400U0,6J201011A,4.0,B09,214.0,4.0,4
0J20342PFP040000,1J20342PFP0400U0,6J201011A,4.0,B10,245.0,1.0,3
0J20342PFP040000,1J20342PFP0400U0,6J201011A,4.0,B12,372.0,5.0,1
0J20342PFP040000,1J20342PFP0400U0,6J201011A,4.0,B13,305.0,3.0,
0J20342PFP040000,1J20342PFP0400U0,6J201011A,4.0,B14,279.0,2.0,2
0J20342PFP040000,1J20342PFP0400U0,6J201011A,4.0,B15,198.0,6.0,
0J20342PFR010000,1J20342PFR0100D0,6J201013A,2.0,B01,462.0,5.0,3
0J20342PFR010000,1J20342PFR0100D0,6J201013A,2.0,B02,301.0,3.0,5
0J20342PFR010000,1J20342PFR0100D0,6J201013A,2.0,B10,367.0,4.0,
0J20342PFR010000,1J20342PFR0100D0,6J201013A,2.0,B12,476.0,7.0,
0J20342PFR010000,1J20342PFR0100D0,6J201013A,2.0,B13,407.0,2.0,2
0J20342PFR010000,1J20342PFR0100D0,6J201013A,2.0,B15,324.0,1.0,1
0J20342PFR010000,1J20342PFR0100D0,6J201013A,2.0,B16,427.0,6.0,4
0J20342PFR010000,1J20342PFR0100U0,6J201013A,2.0,B01,462.0,5.0,3
0J20342PFR010000,1J20342PFR0100U0,6J201013A,2.0,B02,301.0,3.0,5
0J20342PFR010000,1J20342PFR0100U0,6J201013A,2.0,B10,367.0,4.0,
0J20342PFR010000,1J20342PFR0100U0,6J201013A,2.0,B12,476.0,7.0,
0J20342PFR010000,1J20342PFR0100U0,6J201013A,2.0,B13,407.0,2.0,2
0J20342PFR010000,1J20342PFR0100U0,6J201013A,2.0,B15,324.0,1.0,1
0J20342PFR010000,1J20342PFR0100U0,6J201013A,2.0,B16,427.0,6.0,4
0J20342PFR020000,1J20342PFR0200D0,6J201014A,2.0,B01,426.0,5.0,9
0J20342PFR020000,1J20342PFR0200D0,6J201014A,2.0,B02,324.0,6.0,2
0J20342PFR020000,1J20342PFR0200D0,6J201014A,2.0,B09,373.0,8.0,4
0J20342PFR020000,1J20342PFR0200D0,6J201014A,2.0,B10,371.0,9.0,3
0J20342PFR020000,1J20342PFR0200D0,6J201014A,2.0,B12,398.0,7.0,8
0J20342PFR020000,1J20342PFR0200D0,6J201014A,2.0,B13,374.0,2.0,1
0J20342PFR020000,1J20342PFR0200D0,6J201014A,2.0,B14,362.0,3.0,5
0J20342PFR020000,1J20342PFR0200D0,6J201014A,2.0,B15,307.0,1.0,6
0J20342PFR020000,1J20342PFR0200D0,6J201014A,2.0,B16,387.0,4.0,7
0J20342PFR020000,1J20342PFR0200U0,6J201014A,2.0,B01,426.0,5.0,9
0J20342PFR020000,1J20342PFR0200U0,6J201014A,2.0,B02,324.0,6.0,2
0J20342PFR020000,1J20342PFR0200U0,6J201014A,2.0,B09,373.0,8.0,4
0J20342PFR020000,1J20342PFR0200U0,6J201014A,2.0,B10,371.0,9.0,3
0J20342PFR020000,1J20342PFR0200U0,6J201014A,2.0,B12,398.0,7.0,8
0J20342PFR020000,1J20342PFR0200U0,6J201014A,2.0,B13,374.0,2.0,1
0J20342PFR020000,1J20342PFR0200U0,6J201014A,2.0,B14,362.0,3.0,5
0J20342PFR020000,1J20342PFR0200U0,6J201014A,2.0,B15,307.0,1.0,6
0J20342PFR020000,1J20342PFR0200U0,6J201014A,2.0,B16,387.0,4.0,7
0J20342PFR060000,1J20342PFR0600D0,6J201017A,3.0,B02,214.0,4.0,2
0J20342PFR060000,1J20342PFR0600D0,6J201017A,3.0,B09,410.0,5.0,
0J20342PFR060000,1J20342PFR0600D0,6J201017A,3.0,B10,338.0,1.0,5
0J20342PFR060000,1J20342PFR0600D0,6J201017A,3.0,B14,338.0,3.0,
0J20342PFR060000,1J20342PFR0600D0,6J201017A,3.0,B16,395.0,2.0,1
0J20342PFR060000,1J20342PFR0600U0,6J201017A,3.0,B02,214.0,4.0,2
0J20342PFR060000,1J20342PFR0600U0,6J201017A,3.0,B09,410.0,5.0,
0J20342PFR060000,1J20342PFR0600U0,6J201017A,3.0,B10,338.0,1.0,5
0J20342PFR060000,1J20342PFR0600U0,6J201017A,3.0,B14,338.0,3.0,
0J20342PFR060000,1J20342PFR0600U0,6J201017A,3.0,B16,395.0,2.0,1
0J20342PFR070000,1J20342PFR0700D0,6J201018A,1.0,B01,320.0,1.0,1
0J20342PFR070000,1J20342PFR0700D0,6J201018A,1.0,B02,424.0,3.0,
0J20342PFR070000,1J20342PFR0700D0,6J201018A,1.0,B12,463.0,4.0,
0J20342PFR070000,1J20342PFR0700D0,6J201018A,1.0,B15,490.0,5.0,2
0J20342PFR070000,1J20342PFR0700D0,6J201018A,1.0,B16,482.0,2.0,3
0J20342PFR070000,1J20342PFR0700U0,6J201018A,1.0,B01,320.0,1.0,1
0J20342PFR070000,1J20342PFR0700U0,6J201018A,1.0,B02,424.0,3.0,
0J20342PFR070000,1J20342PFR0700U0,6J201018A,1.0,B12,463.0,4.0,
0J20342PFR070000,1J20342PFR0700U0,6J201018A,1.0,B15,490.0,5.0,2
0J20342PFR070000,1J20342PFR0700U0,6J201018A,1.0,B16,482.0,2.0,3
0J20342PFR100000,1J20342PFR1000D0,6J201019A,2.0,B01,505.0,4.0,5
0J20342PFR100000,1J20342PFR1000D0,6J201019A,2.0,B02,392.0,5.0,1
0J20342PFR100000,1J20342PFR1000D0,6J201019A,2.0,B12,412.0,3.0,3
0J20342PFR100000,1J20342PFR1000D0,6J201019A,2.0,B15,493.0,1.0,2
0J20342PFR100000,1J20342PFR1000D0,6J201019A,2.0,B16,541.0,2.0,4
0J20342PFR100000,1J20342PFR1000U0,6J201019A,2.0,B01,505.0,4.0,5
0J20342PFR100000,1J20342PFR1000U0,6J201019A,2.0,B02,392.0,5.0,1
0J20342PFR100000,1J20342PFR1000U0,6J201019A,2.0,B12,412.0,3.0,3
0J20342PFR100000,1J20342PFR1000U0,6J201019A,2.0,B15,493.0,1.0,2
0J20342PFR100000,1J20342PFR1000U0,6J201019A,2.0,B16,541.0,2.0,4
0J20342PFV020000,1J20342PFV0200D0,6J201020A,2.0,,,,
0J20342PFV020000,1J20342PFV0200U0,6J201020A,2.0,,,,
0J20342PFV090000,1J20342PFV0900D0,6J201027A,2.0,A01,188.0,1.0,
0J20342PFV090000,1J20342PFV0900D0,6J201027A,2.0,A03,193.0,2.0,
0J20342PFV090000,1J20342PFV0900D0,6J201027A,2.0,A05,193.0,3.0,
0J20342PFV090000,1J20342PFV0900U0,6J201027A,2.0,A01,188.0,1.0,
0J20342PFV090000,1J20342PFV0900U0,6J201027A,2.0,A03,193.0,2.0,
0J20342PFV090000,1J20342PFV0900U0,6J201027A,2.0,A05,193.0,3.0,
0J20342PFV121000,1J20342PFV1210D0,6J201029A,2.0,,,,
0J20342PFV121000,1J20342PFV1210U0,6J201029A,2.0,,,,
0J20342PFV210000,1J20342PFV2100D0,6J201030A,3.0,B09,379.0,2.0,
0J20342PFV210000,1J20342PFV2100D0,6J201030A,3.0,B10,368.0,1.0,
0J20342PFV210000,1J20342PFV2100D0,6J201030A,3.0,B12,380.0,3.0,
0J20342PFV210000,1J20342PFV2100D0,6J201030A,3.0,B14,308.0,4.0,
0J20342PFV210000,1J20342PFV2100D0,6J201030A,3.0,B15,180.0,5.0,
0J20342PFV210000,1J20342PFV2100U0,6J201030A,3.0,B09,379.0,2.0,
0J20342PFV210000,1J20342PFV2100U0,6J201030A,3.0,B10,368.0,1.0,
0J20342PFV210000,1J20342PFV2100U0,6J201030A,3.0,B12,380.0,3.0,
0J20342PFV210000,1J20342PFV2100U0,6J201030A,3.0,B14,308.0,4.0,
0J20342PFV210000,1J20342PFV2100U0,6J201030A,3.0,B15,180.0,5.0,
0J20342PFC030000,1J20342PFC0300D0,6J201031A,2.0,B10,433.0,1.0,
0J20342PFC030000,1J20342PFC0300D0,6J201031A,2.0,B12,721.0,3.0,
0J20342PFC030000,1J20342PFC0300D0,6J201031A,2.0,B13,373.0,2.0,
0J20342PFC030000,1J20342PFC0300U0,6J201031A,2.0,B10,433.0,1.0,
0J20342PFC030000,1J20342PFC0300U0,6J201031A,2.0,B12,721.0,3.0,
0J20342PFC030000,1J20342PFC0300U0,6J201031A,2.0,B13,373.0,2.0,
0J20342PFR090000,1J20342PFR0900D0,6J201032A,2.0,B01,510.0,6.0,7
0J20342PFR090000,1J20342PFR0900D0,6J201032A,2.0,B02,301.0,2.0,1
0J20342PFR090000,1J20342PFR0900D0,6J201032A,2.0,B09,502.0,7.0,
0J20342PFR090000,1J20342PFR0900D0,6J201032A,2.0,B12,433.0,5.0,3
0J20342PFR090000,1J20342PFR0900D0,6J201032A,2.0,B13,475.0,4.0,4
0J20342PFR090000,1J20342PFR0900D0,6J201032A,2.0,B15,360.0,3.0,2
0J20342PFR090000,1J20342PFR0900D0,6J201032A,2.0,B16,337.0,1.0,6
0J20342PFR090000,1J20342PFR0900U0,6J201032A,2.0,B01,510.0,6.0,7
0J20342PFR090000,1J20342PFR0900U0,6J201032A,2.0,B02,301.0,2.0,1
0J20342PFR090000,1J20342PFR0900U0,6J201032A,2.0,B09,502.0,7.0,
0J20342PFR090000,1J20342PFR0900U0,6J201032A,2.0,B12,433.0,5.0,3
0J20342PFR090000,1J20342PFR0900U0,6J201032A,2.0,B13,475.0,4.0,4
0J20342PFR090000,1J20342PFR0900U0,6J201032A,2.0,B15,360.0,3.0,2
0J20342PFR090000,1J20342PFR0900U0,6J201032A,2.0,B16,337.0,1.0,6
0J20342PFV091001,1J20342PFV0910D1,6J201048A,2.0,A01,207.0,2.0,3
0J20342PFV091001,1J20342PFV0910D1,6J201048A,2.0,A02,205.0,6.0,6
0J20342PFV091001,1J20342PFV0910D1,6J201048A,2.0,A03,203.0,5.0,7
0J20342PFV091001,1J20342PFV0910D1,6J201048A,2.0,A04,196.0,7.0,5
0J20342PFV091001,1J20342PFV0910D1,6J201048A,2.0,A05,262.0,3.0,2
0J20342PFV091001,1J20342PFV0910D1,6J201048A,2.0,A09,291.0,4.0,
0J20342PFV091001,1J20342PFV0910D1,6J201048A,2.0,S02,180.0,1.0,1
0J20342PFV091001,1J20342PFV0910U1,6J201048A,2.0,A01,207.0,2.0,3
0J20342PFV091001,1J20342PFV0910U1,6J201048A,2.0,A02,205.0,6.0,6
0J20342PFV091001,1J20342PFV0910U1,6J201048A,2.0,A03,203.0,5.0,7
0J20342PFV091001,1J20342PFV0910U1,6J201048A,2.0,A04,196.0,7.0,5
0J20342PFV091001,1J20342PFV0910U1,6J201048A,2.0,A05,262.0,3.0,2
0J20342PFV091001,1J20342PFV0910U1,6J201048A,2.0,A09,291.0,4.0,
0J20342PFV091001,1J20342PFV0910U1,6J201048A,2.0,S02,180.0,1.0,1
0J97SC0300000000,1J42SC0300000000,6J421003A,24.0,,,,
0J60593010000000,1J605930100000D0,6J601001A,2.0,A04,347.0,1.0,1
0J60593010000000,1J605930100000U0,6J601001A,2.0,A04,347.0,1.0,1
0J63574020000000,1J635740200000D0,6J631002A,6.0,,,,
0J63574020000000,1J635740200000U0,6J631002A,6.0,,,,
0J63574020000P00,1J63574020000PD0,6J631002A,6.0,,,,
0J63574020000P00,1J63574020000PU0,6J631002A,6.0,,,,
0K02500C00000000,1K02500C000000D0,6K021001A,12.0,,,,
0K02500C00000000,1K02500C000000U0,6K021001A,12.0,,,,
0K06EP0500000000,1K06EP05000000L0,6K061001A,6.0,,,,
0K06EP0500000000,1K06EP05000000R0,6K061001A,6.0,,,,
0K07599021000000,1K075990210000D0,6K071005A,5.0,B09,337.0,3.0,
0K07599021000000,1K075990210000D0,6K071005A,5.0,B10,364.0,2.0,
0K07599021000000,1K075990210000D0,6K071005A,5.0,B12,400.0,4.0,2
0K07599021000000,1K075990210000D0,6K071005A,5.0,B14,392.0,1.0,3
0K07599021000000,1K075990210000U0,6K071005A,5.0,B09,337.0,3.0,
0K07599021000000,1K075990210000U0,6K071005A,5.0,B10,364.0,2.0,
0K07599021000000,1K075990210000U0,6K071005A,5.0,B12,400.0,4.0,2
0K07599021000000,1K075990210000U0,6K071005A,5.0,B14,392.0,1.0,3
0K07599029000000,1K075990290000D0,6K071030A,4.0,,,,
0K07599029000000,1K075990290000U0,6K071030A,4.0,,,,
0K07599029000000,1K07599029000000,6K071030A,4.0,,,,
0K08TPD4CJ000310,1K08TPD4CJ00031D,6K080001A,2.0,,,,
0K08TPD4CJ000310,1K08TPD4CJ00031L,6K080001A,2.0,,,,
0K08TPD4CJ000310,1K08TPD4CJ00031R,6K080001A,2.0,,,,
0K08TPD4CJ000410,1K08TPD4CJ00041D,6K080002A,2.0,,,,
0K08TPD4CJ000410,1K08TPD4CJ00041L,6K080002A,2.0,,,,
0K08TPD4CJ000410,1K08TPD4CJ00041R,6K080002A,2.0,,,,
0K186K9302BTW450,1K186K9302B0W450,6K180003A,3.0,P03,180.0,1.0,1
0K186K9302BTW450,1K186K9302T0W450,6K180003A,3.0,P03,180.0,1.0,1
0A01051650210465,1A01051650210465,6A010001A,4.0,,,,
0A01001650230430,1A01001650230430,6A010002A,4.0,,,,
0A01031279110161,1A01031279110161,6A010004A,1.0,,,,
0A01051279080681,1A01051279080681,6A010005A,10.0,,,,
0A01051029200050,1A01051029200050,6A010006A,3.0,,,,
0A01031650190822,1A01031650190822,6A010007A,5.0,,,,
0A01031650190831,1A01031650190831,6A010007A,5.0,,,,
0A01031650191180,1A01031650191180,6A010008A,4.0,,,,
0A01031650191190,1A01031650191190,6A010008A,4.0,,,,
0A01031279010702,1A01031279010702,6A010011A,4.0,,,,
0A01053650210101,1A01053650210101,6A010012A,3.0,,,,
0A01001650230470,1A01001650230470,6A010013A,4.0,,,,
0A01001650220420,1A01001650220420,6A010014A,3.0,,,,
0A01051650210880,1A01051650210880,6A010016A,3.0,,,,
0A01051650210691,1A01051650210691,6A010017A,2.0,,,,
0A01031650190940,1A01031650190940,6A010018A,5.0,,,,
0A01031650190950,1A01031650190950,6A010018A,5.0,,,,
0A01001650220411,1A01001650220411,6A010019A,3.0,B10,318.0,1.0,
0A01031650191050,1A01031650191050,6A010022A,5.0,,,,
0A01031650191060,1A01031650191060,6A010022A,5.0,,,,
0A01001250230520,1A01001250230520,6A010023A,72.0,B02,256.0,3.0,2
0A01001250230520,1A01001250230520,6A010023A,72.0,B10,246.0,1.0,
0A01001250230520,1A01001250230520,6A010023A,72.0,B13,362.0,2.0,1
0A01001650220402,1A01001650220402,6A010024A,3.0,,,,
0A01031650190170,1A01031650190170,6A010025A,4.0,B01,352.0,1.0,6
0A01031650190170,1A01031650190170,6A010025A,4.0,B02,249.0,5.0,4
0A01031650190170,1A01031650190170,6A010025A,4.0,B09,280.0,4.0,
0A01031650190170,1A01031650190170,6A010025A,4.0,B10,387.0,8.0,5
0A01031650190170,1A01031650190170,6A010025A,4.0,B12,218.0,6.0,
0A01031650190170,1A01031650190170,6A010025A,4.0,B13,373.0,2.0,1
0A01031650190170,1A01031650190170,6A010025A,4.0,B14,282.0,3.0,2
0A01031650190170,1A01031650190170,6A010025A,4.0,B16,288.0,7.0,3
0A01031650190171,1A01031650190171,6A010025A,4.0,B01,352.0,1.0,6
0A01031650190171,1A01031650190171,6A010025A,4.0,B02,249.0,5.0,4
0A01031650190171,1A01031650190171,6A010025A,4.0,B09,280.0,4.0,
0A01031650190171,1A01031650190171,6A010025A,4.0,B10,387.0,8.0,5
0A01031650190171,1A01031650190171,6A010025A,4.0,B12,218.0,6.0,
0A01031650190171,1A01031650190171,6A010025A,4.0,B13,373.0,2.0,1
0A01031650190171,1A01031650190171,6A010025A,4.0,B14,282.0,3.0,2
0A01031650190171,1A01031650190171,6A010025A,4.0,B16,288.0,7.0,3
0A01031650190172,1A01031650190172,6A010025A,4.0,B01,352.0,1.0,6
0A01031650190172,1A01031650190172,6A010025A,4.0,B02,249.0,5.0,4
0A01031650190172,1A01031650190172,6A010025A,4.0,B09,280.0,4.0,
0A01031650190172,1A01031650190172,6A010025A,4.0,B10,387.0,8.0,5
0A01031650190172,1A01031650190172,6A010025A,4.0,B12,218.0,6.0,
0A01031650190172,1A01031650190172,6A010025A,4.0,B13,373.0,2.0,1
0A01031650190172,1A01031650190172,6A010025A,4.0,B14,282.0,3.0,2
0A01031650190172,1A01031650190172,6A010025A,4.0,B16,288.0,7.0,3
0A01031650190180,1A01031650190180,6A010025A,4.0,B01,352.0,1.0,6
0A01031650190180,1A01031650190180,6A010025A,4.0,B02,249.0,5.0,4
0A01031650190180,1A01031650190180,6A010025A,4.0,B09,280.0,4.0,
0A01031650190180,1A01031650190180,6A010025A,4.0,B10,387.0,8.0,5
0A01031650190180,1A01031650190180,6A010025A,4.0,B12,218.0,6.0,
0A01031650190180,1A01031650190180,6A010025A,4.0,B13,373.0,2.0,1
0A01031650190180,1A01031650190180,6A010025A,4.0,B14,282.0,3.0,2
0A01031650190180,1A01031650190180,6A010025A,4.0,B16,288.0,7.0,3
0A01031650190181,1A01031650190181,6A010025A,4.0,B01,352.0,1.0,6
0A01031650190181,1A01031650190181,6A010025A,4.0,B02,249.0,5.0,4
0A01031650190181,1A01031650190181,6A010025A,4.0,B09,280.0,4.0,
0A01031650190181,1A01031650190181,6A010025A,4.0,B10,387.0,8.0,5
0A01031650190181,1A01031650190181,6A010025A,4.0,B12,218.0,6.0,
0A01031650190181,1A01031650190181,6A010025A,4.0,B13,373.0,2.0,1
0A01031650190181,1A01031650190181,6A010025A,4.0,B14,282.0,3.0,2
