成品品號,子件品號(1開頭),模具編號(6開頭),一模穴數,機台編號,平均成型時間(秒),頻率,良率排名
0D20D91064435B10,1D20D91064435B1U,6D011024A,1.0,,,,
0D20D91064435B10,1D20D91064435B1U,6D01Y032A,1.0,,,,
0D20D91064435W10,1D20D91064435W1D,6D011023A,1.0,,,,
0D20D91064435W10,1D20D91064435W1D,6D011024A,1.0,,,,
0D20D91064435W10,1D20D91064435W1D,6D01Y032A,1.0,,,,
0D20D91064435W10,1D20D91064435W1U,6D011023A,1.0,,,,
0D20D91064435W10,1D20D91064435W1U,6D011024A,1.0,,,,
0D20D91064435W10,1D20D91064435W1U,6D01Y032A,1.0,,,,
0D20D91064440B10,1D20D91064440B1D,6D011023A,1.0,,,,
0D20D91064440B10,1D20D91064440B1D,6D011024A,1.0,,,,
0D20D91064440B10,1D20D91064440B1D,6D01Y032A,1.0,,,,
0D20D91064440B10,1D20D91064440B1U,6D011023A,1.0,,,,
0D20D91064440B10,1D20D91064440B1U,6D011024A,1.0,,,,
0D20D91064440B10,1D20D91064440B1U,6D01Y032A,1.0,,,,
0H01080002735W10,1H01080002735W1D,6D011023A,1.0,,,,
0H01080002735W10,1H01080002735W1D,6D011024A,1.0,,,,
0H01080002735W10,1H01080002735W1D,6H01Y001A,1.0,,,,
0H01080002735W10,1H01080002735W1U,6D011023A,1.0,,,,
0H01080002735W10,1H01080002735W1U,6D011024A,1.0,,,,
0H01080002735W10,1H01080002735W1U,6H01Y001A,1.0,,,,
0H01080002740W10,1H01080002740W1D,6D011023A,1.0,,,,
0H01080002740W10,1H01080002740W1D,6D011024A,1.0,,,,
0H01080002740W10,1H01080002740W1D,6D01Y032A,1.0,,,,
0H01080002740W10,1H01080002740W1U,6D011023A,1.0,,,,
0H01080002740W10,1H01080002740W1U,6D011024A,1.0,,,,
0H01080002740W10,1H01080002740W1U,6D01Y032A,1.0,,,,
0D20D31624133B10,1D20D31624133B1D,6D011025A,1.0,,,,
0D20D31624133B10,1D20D31624133B1D,6D01Y033A,1.0,,,,
0D20D31624133B10,1D20D31624133B1U,6D011025A,1.0,,,,
0D20D31624133B10,1D20D31624133B1U,6D01Y033A,1.0,,,,
0D01M73092023B10,1D01M73092023B1D,6D011026A,1.0,,,,
0D01M73092023B10,1D01M73092023B1D,6D011027A,1.0,,,,
0D01M73092023B10,1D01M73092023B1D,6D01Y036A,1.0,,,,
0D01M73092023B10,1D01M73092023B1U,6D011026A,1.0,,,,
0D01M73092023B10,1D01M73092023B1U,6D011027A,1.0,,,,
0D01M73092023B10,1D01M73092023B1U,6D01Y036A,1.0,,,,
0D20M73091523B10,1D20M73091523B1D,6D011026A,1.0,,,,
0D20M73091523B10,1D20M73091523B1D,6D011027A,1.0,,,,
0D20M73091523B10,1D20M73091523B1D,6D01Y034A,1.0,,,,
0D20M73091523B10,1D20M73091523B1D,6D01Y035A,1.0,,,,
0D20M73091523B10,1D20M73091523B1U,6D011026A,1.0,,,,
0D20M73091523B10,1D20M73091523B1U,6D011027A,1.0,,,,
0D20M73091523B10,1D20M73091523B1U,6D01Y034A,1.0,,,,
0D20M73091523B10,1D20M73091523B1U,6D01Y035A,1.0,,,,
0D20M73091525B10,1D20M73091525B1D,6D011026A,1.0,,,,
0D20M73091525B10,1D20M73091525B1D,6D011027A,1.0,,,,
0D20M73091525B10,1D20M73091525B1D,6D01Y034A,1.0,,,,
0D20M73091525B10,1D20M73091525B1D,6D01Y035A,1.0,,,,
0D20M73091525B10,1D20M73091525B1U,6D011026A,1.0,,,,
0D20M73091525B10,1D20M73091525B1U,6D011027A,1.0,,,,
0D20M73091525B10,1D20M73091525B1U,6D01Y034A,1.0,,,,
0D20M73091525B10,1D20M73091525B1U,6D01Y035A,1.0,,,,
0D20M73092015W10,1D20M73092015W1D,6D011026A,1.0,,,,
0D20M73092015W10,1D20M73092015W1D,6D011027A,1.0,,,,
0D20M73092015W10,1D20M73092015W1D,6D01Y034A,1.0,,,,
0D20M73092015W10,1D20M73092015W1D,6D01Y036A,1.0,,,,
0D20M73092015W10,1D20M73092015W1U,6D011026A,1.0,,,,
0D20M73092015W10,1D20M73092015W1U,6D011027A,1.0,,,,
0D20M73092015W10,1D20M73092015W1U,6D01Y034A,1.0,,,,
0D20M73092015W10,1D20M73092015W1U,6D01Y036A,1.0,,,,
0D20M73092023P10,1D20M73092023P1D,6D011026A,1.0,,,,
0D20M73092023P10,1D20M73092023P1D,6D011027A,1.0,,,,
0D20M73092023P10,1D20M73092023P1D,6D01Y034A,1.0,,,,
0D20M73092023P10,1D20M73092023P1D,6D01Y036A,1.0,,,,
0D20M73092023P10,1D20M73092023P1U,6D011026A,1.0,,,,
0D20M73092023P10,1D20M73092023P1U,6D011027A,1.0,,,,
0D20M73092023P10,1D20M73092023P1U,6D01Y034A,1.0,,,,
0D20M73092023P10,1D20M73092023P1U,6D01Y036A,1.0,,,,
0D20M73092023W10,1D20M73092023W1D,6D011026A,1.0,,,,
0D20M73092023W10,1D20M73092023W1D,6D011027A,1.0,,,,
0D20M73092023W10,1D20M73092023W1D,6D01Y034A,1.0,,,,
0D20M73092023W10,1D20M73092023W1D,6D01Y036A,1.0,,,,
0D20M73092023W10,1D20M73092023W1U,6D011026A,1.0,,,,
0D20M73092023W10,1D20M73092023W1U,6D011027A,1.0,,,,
0D20M73092023W10,1D20M73092023W1U,6D01Y034A,1.0,,,,
0D20M73092023W10,1D20M73092023W1U,6D01Y036A,1.0,,,,
0D20D210635B1000,1D20D210635B100D,6D011028A,2.0,,,,
0D20D210635B1000,1D20D210635B100D,6D01Y037A,1.0,,,,
0D20D210635B1000,1D20D210635B100U,6D011028A,2.0,,,,
0D20D210635B1000,1D20D210635B100U,6D01Y037A,1.0,,,,
0D20D210640B1000,1D20D210640B100D,6D011028A,2.0,,,,
0D20D210640B1000,1D20D210640B100D,6D01Y037A,1.0,,,,
0D20D210640B1000,1D20D210640B100U,6D011028A,2.0,,,,
0D20D210640B1000,1D20D210640B100U,6D01Y037A,1.0,,,,
0H01080110740W10,1H01080110740W1D,6D011028A,2.0,,,,
0H01080110740W10,1H01080110740W1D,6D01Y037A,1.0,,,,
0H01080110740W10,1H01080110740W1U,6D011028A,2.0,,,,
0H01080110740W10,1H01080110740W1U,6D01Y037A,1.0,,,,
0D26M60080023B10,1D26M60080023B1D,6D011029A,1.0,,,,
0D26M60080023B10,1D26M60080023B1D,6D011030A,1.0,,,,
0D26M60080023B10,1D26M60080023B1D,6D01Y038A,1.0,,,,
0D26M60080023B10,1D26M60080023B1U,6D011029A,1.0,,,,
0D26M60080023B10,1D26M60080023B1U,6D011030A,1.0,,,,
0D26M60080023B10,1D26M60080023B1U,6D01Y038A,1.0,,,,
0D26M60080023W10,1D26M60080023W1D,6D011029A,1.0,,,,
0D26M60080023W10,1D26M60080023W1D,6D011030A,1.0,,,,
0D26M60080023W10,1D26M60080023W1D,6D01Y038A,1.0,,,,
0D26M60080023W10,1D26M60080023W1U,6D011029A,1.0,,,,
0D26M60080023W10,1D26M60080023W1U,6D011030A,1.0,,,,
0D26M60080023W10,1D26M60080023W1U,6D01Y038A,1.0,,,,
0D26D60026640B10,1D26D60026640B1D,6D011031A,1.0,,,,
0D26D60026640B10,1D26D60026640B1D,6D01Y039A,1.0,,,,
0D26D60026640B10,1D26D60026640B1U,6D011031A,1.0,,,,
0D26D60026640B10,1D26D60026640B1U,6D01Y039A,1.0,,,,
0D01M73092023B20,1D01M73092023B2D,6D011032A,1.0,,,,
0D01M73092023B20,1D01M73092023B2D,6D011033A,1.0,,,,
0D01M73092023B20,1D01M73092023B2U,6D011032A,1.0,,,,
0D01M73092023B20,1D01M73092023B2U,6D011033A,1.0,,,,
0D01M73092023W20,1D01M73092023W2D,6D011032A,1.0,,,,
0D01M73092023W20,1D01M73092023W2D,6D011033A,1.0,,,,
0D01M73092023W20,1D01M73092023W2U,6D011032A,1.0,,,,
0D01M73092023W20,1D01M73092023W2U,6D011033A,1.0,,,,
0D20D73092023B10,1D20D73092023B1D,6D011034A,1.0,,,,
0D20D73092023B10,1D20D73092023B1D,6D011035A,1.0,,,,
0D20D73092023B10,1D20D73092023B1D,6D01Y045A,1.0,,,,
0D20D73092023B10,1D20D73092023B1U,6D011034A,1.0,,,,
0D20D73092023B10,1D20D73092023B1U,6D011035A,1.0,,,,
0D20D73092023B10,1D20D73092023B1U,6D01Y045A,1.0,,,,
0D20D73092023W10,1D20D73092023W1D,6D011034A,1.0,,,,
0D20D73092023W10,1D20D73092023W1D,6D011035A,1.0,,,,
0D20D73092023W10,1D20D73092023W1D,6D01Y045A,1.0,,,,
0D20D73092023W10,1D20D73092023W1U,6D011034A,1.0,,,,
0D20D73092023W10,1D20D73092023W1U,6D011035A,1.0,,,,
0D20D73092023W10,1D20D73092023W1U,6D01Y045A,1.0,,,,
0D20D73092025B10,1D20D73092025B1D,6D011034A,1.0,,,,
0D20D73092025B10,1D20D73092025B1D,6D011035A,1.0,,,,
0D20D73092025B10,1D20D73092025B1D,6D01Y045A,1.0,,,,
0D20D73092025B10,1D20D73092025B1U,6D011034A,1.0,,,,
0D20D73092025B10,1D20D73092025B1U,6D011035A,1.0,,,,
0D20D73092025B10,1D20D73092025B1U,6D01Y045A,1.0,,,,
0D20D73092025W10,1D20D73092025W1D,6D011034A,1.0,,,,
0D20D73092025W10,1D20D73092025W1D,6D011035A,1.0,,,,
0D20D73092025W10,1D20D73092025W1D,6D01Y045A,1.0,,,,
0D20D73092025W10,1D20D73092025W1U,6D011034A,1.0,,,,
0D20D73092025W10,1D20D73092025W1U,6D011035A,1.0,,,,
0D20D73092025W10,1D20D73092025W1U,6D01Y045A,1.0,,,,
0D20D73092030B10,1D20D73092030B1D,6D011034A,1.0,,,,
0D20D73092030B10,1D20D73092030B1D,6D011035A,1.0,,,,
0D20D73092030B10,1D20D73092030B1D,6D01Y045A,1.0,,,,
0D20D73092030B10,1D20D73092030B1U,6D011034A,1.0,,,,
0D20D73092030B10,1D20D73092030B1U,6D011035A,1.0,,,,
0D20D73092030B10,1D20D73092030B1U,6D01Y045A,1.0,,,,
0D20D73092038W10,1D20D73092038W1D,6D011034A,1.0,,,,
0D20D73092038W10,1D20D73092038W1D,6D011035A,1.0,,,,
0D20D73092038W10,1D20D73092038W1D,6D01Y045A,1.0,,,,
0D20D73092038W10,1D20D73092038W1U,6D011034A,1.0,,,,
0D20D73092038W10,1D20D73092038W1U,6D011035A,1.0,,,,
0D20D73092038W10,1D20D73092038W1U,6D01Y045A,1.0,,,,
0D27D73092023B10,1D27D73092023B1D,6D011034A,1.0,,,,
0D27D73092023B10,1D27D73092023B1D,6D011035A,1.0,,,,
0D27D73092023B10,1D27D73092023B1D,6D01Y040A,1.0,,,,
0D27D73092023B10,1D27D73092023B1U,6D011034A,1.0,,,,
0D27D73092023B10,1D27D73092023B1U,6D011035A,1.0,,,,
0D27D73092023B10,1D27D73092023B1U,6D01Y040A,1.0,,,,
0D27D73092040B10,1D27D73092040B1D,6D011034A,1.0,,,,
0D27D73092040B10,1D27D73092040B1D,6D011035A,1.0,,,,
0D27D73092040B10,1D27D73092040B1D,6D01Y040A,1.0,,,,
0D27D73092040B10,1D27D73092040B1U,6D011034A,1.0,,,,
0D27D73092040B10,1D27D73092040B1U,6D011035A,1.0,,,,
0D27D73092040B10,1D27D73092040B1U,6D01Y040A,1.0,,,,
0D21D73255023B10,1D21D73255023B1D,6D011036A,1.0,,,,
0D21D73255023B10,1D21D73255023B1D,6D01Y041A,1.0,,,,
0D21D73255023B10,1D21D73255023B1D,6D01Y042A,1.0,,,,
0D21D73255023B10,1D21D73255023B1U,6D011036A,1.0,,,,
0D21D73255023B10,1D21D73255023B1U,6D01Y041A,1.0,,,,
0D21D73255023B10,1D21D73255023B1U,6D01Y042A,1.0,,,,
0D21D73255025B10,1D21D73255025B1D,6D011036A,1.0,,,,
0D21D73255025B10,1D21D73255025B1D,6D01Y041A,1.0,,,,
0D21D73255025B10,1D21D73255025B1D,6D01Y042A,1.0,,,,
0D21D73255025B10,1D21D73255025B1U,6D011036A,1.0,,,,
0D21D73255025B10,1D21D73255025B1U,6D01Y041A,1.0,,,,
0D21D73255025B10,1D21D73255025B1U,6D01Y042A,1.0,,,,
0D21D73255040B10,1D21D73255040B1D,6D011036A,1.0,,,,
0D21D73255040B10,1D21D73255040B1D,6D01Y041A,1.0,,,,
0D21D73255040B10,1D21D73255040B1D,6D01Y042A,1.0,,,,
0D21D73255040B10,1D21D73255040B1U,6D011036A,1.0,,,,
0D21D73255040B10,1D21D73255040B1U,6D01Y041A,1.0,,,,
0D21D73255040B10,1D21D73255040B1U,6D01Y042A,1.0,,,,
0D28D73855640B10,1D28D73855640B1D,6D011036A,1.0,,,,
0D28D73855640B10,1D28D73855640B1U,6D011036A,1.0,,,,
0D01T1397140B100,1D01T1397140B100,6D011037A,1.0,,,,
0D23D380523P1000,1D23D380523P100D,6D011038A,1.0,,,,
0D23D380523P1000,1D23D380523P100D,6D01Y043A,1.0,,,,
0D23D380523P1000,1D23D380523P100U,6D011038A,1.0,,,,
0D23D380523P1000,1D23D380523P100U,6D01Y043A,1.0,,,,
0D23D380525B1000,1D23D380525B100D,6D011038A,1.0,,,,
0D23D380525B1000,1D23D380525B100D,6D01Y043A,1.0,,,,
0D23D380525B1000,1D23D380525B100U,6D011038A,1.0,,,,
0D23D380525B1000,1D23D380525B100U,6D01Y043A,1.0,,,,
0D23D380525P1000,1D23D380525P100D,6D011038A,1.0,,,,
0D23D380525P1000,1D23D380525P100D,6D01Y043A,1.0,,,,
0D23D380525P1000,1D23D380525P100U,6D011038A,1.0,,,,
0D23D380525P1000,1D23D380525P100U,6D01Y043A,1.0,,,,
0D01CAF100000000,1D01CAF100000000,6D011039A,8.0,,,,
0D20D87749825B10,1D20D87749825B1D,6D011040A,1.0,,,,
0D20D87749825B10,1D20D87749825B1D,6D01Y044A,1.0,,,,
0D20D87749825B10,1D20D87749825B1U,6D011040A,1.0,,,,
0D20D87749825B10,1D20D87749825B1U,6D01Y044A,1.0,,,,
0D20D87749840B10,1D20D87749840B1D,6D011040A,1.0,,,,
0D20D87749840B10,1D20D87749840B1D,6D01Y044A,1.0,,,,
0D20D87749840B10,1D20D87749840B1U,6D011040A,1.0,,,,
0D20D87749840B10,1D20D87749840B1U,6D01Y044A,1.0,,,,
0D20D87749840W10,1D20D87749840W1D,6D011040A,1.0,,,,
0D20D87749840W10,1D20D87749840W1D,6D01Y044A,1.0,,,,
0D20D87749840W10,1D20D87749840W1U,6D011040A,1.0,,,,
0D20D87749840W10,1D20D87749840W1U,6D01Y044A,1.0,,,,
0H01080111340W10,1H01080111340W1D,6D011040A,1.0,,,,
0H01080111340W10,1H01080111340W1D,6D01Y044A,1.0,,,,
0H01080111340W10,1H01080111340W1U,6D011040A,1.0,,,,
0H01080111340W10,1H01080111340W1U,6D01Y044A,1.0,,,,
0D23D230625B1000,1D23D230625B100D,6D011041A,1.0,A02,385.0,1.0,
0D23D230625B1000,1D23D230625B100D,6D01Y046A,1.0,,,,
0D23D230625B1000,1D23D230625B100U,6D011041A,1.0,A02,385.0,1.0,
0D23D230625B1000,1D23D230625B100U,6D01Y046A,1.0,,,,
0D23D230630B1000,1D23D230630B100D,6D011041A,1.0,A02,385.0,1.0,
0D23D230630B1000,1D23D230630B100D,6D01Y046A,1.0,,,,
0D23D230630B1000,1D23D230630B100U,6D011041A,1.0,A02,385.0,1.0,
0D23D230630B1000,1D23D230630B100U,6D01Y046A,1.0,,,,
0D23D100135B1000,1D23D100135B100D,6D011042A,2.0,A09,198.0,1.0,
0D23D100135B1000,1D23D100135B100D,6D01Y047A,2.0,,,,
0D23D100135B1000,1D23D100135B100U,6D011042A,2.0,A09,198.0,1.0,
0D23D100135B1000,1D23D100135B100U,6D01Y047A,2.0,,,,
0D23D100140B3000,1D23D100140B300D,6D011042A,2.0,A09,198.0,1.0,
0D23D100140B3000,1D23D100140B300D,6D01Y047A,2.0,,,,
0D23D100140B3000,1D23D100140B300U,6D011042A,2.0,A09,198.0,1.0,
0D23D100140B3000,1D23D100140B300U,6D01Y047A,2.0,,,,
0D23D3930B100000,1D23D3930B10000D,6D011043A,1.0,,,,
0D23D3930B100000,1D23D3930B10000D,6D01Y048A,1.0,,,,
0D23D3930B100000,1D23D3930B10000U,6D011043A,1.0,,,,
0D23D3930B100000,1D23D3930B10000U,6D01Y048A,1.0,,,,
0D01TSMC160W1000,1D01TSMC160W10D0,6D011045A,2.0,,,,
0D01TSMC160W1000,1D01TSMC160W10U0,6D011045A,2.0,,,,
0D23D36026625B10,1D23D36026625B1D,6D011046A,1.0,,,,
0D23D36026625B10,1D23D36026625B1U,6D011046A,1.0,,,,
0D23D36026640B10,1D23D36026640B1D,6D011046A,1.0,,,,
0D23D36026640B10,1D23D36026640B1U,6D011046A,1.0,,,,
0D23SP36026625B1,1D23SP36026625B1,6D011046A,1.0,,,,
0D23SP36026625B1,1D23SP36026625B1,6D011047A,16.0,,,,
0D23SP36026630B1,1D23SP36026630B1,6D011046A,1.0,,,,
0D23SP36026630B1,1D23SP36026630B1,6D011047A,16.0,,,,
0D23SP36026640B1,1D23SP36026640B1,6D011046A,1.0,,,,
0D23SP36026640B1,1D23SP36026640B1,6D011047A,16.0,,,,
0D20M89849123B10,1D20M89849123B1D,6D011048A,1.0,,,,
0D20M89849123B10,1D20M89849123B1D,6D011049A,1.0,,,,
0D20M89849123B10,1D20M89849123B1U,6D011048A,1.0,,,,
0D20M89849123B10,1D20M89849123B1U,6D011049A,1.0,,,,
0D20M89849123W10,1D20M89849123W1D,6D011048A,1.0,,,,
0D20M89849123W10,1D20M89849123W1D,6D011049A,1.0,,,,
0D20M89849123W10,1D20M89849123W1U,6D011048A,1.0,,,,
0D20M89849123W10,1D20M89849123W1U,6D011049A,1.0,,,,
0D01D100240B1000,1D01D100240B100D,6D01A001A,2.0,,,,
0D01D100240B1000,1D01D100240B100D,6D01B005A,2.0,,,,
0D01D100240B1000,1D01D100240B100U,6D01A001A,2.0,,,,
0D01D100240B1000,1D01D100240B100U,6D01B005A,2.0,,,,
0D21D100140B1000,1D21D100140B100D,6D01A001A,2.0,,,,
0D21D100140B1000,1D21D100140B100D,6D01B004A,2.0,,,,
0D21D100140B1000,1D21D100140B100D,6D01Y011A,1.0,,,,
0D21D100140B1000,1D21D100140B100D,6D01Y015A,1.0,,,,
0D21D100140B1000,1D21D100140B100U,6D01A001A,2.0,,,,
0D21D100140B1000,1D21D100140B100U,6D01B004A,2.0,,,,
0D21D100140B1000,1D21D100140B100U,6D01Y011A,1.0,,,,
0D21D100140B1000,1D21D100140B100U,6D01Y015A,1.0,,,,
0D21D100140B2000,1D21D100140B200D,6D01A001A,2.0,,,,
0D21D100140B2000,1D21D100140B200D,6D01B007A,2.0,,,,
0D21D100140B2000,1D21D100140B200D,6D01Y011A,1.0,,,,
0D21D100140B2000,1D21D100140B200D,6D01Y018A,1.0,,,,
0D21D100140B2000,1D21D100140B200U,6D01A001A,2.0,,,,
0D21D100140B2000,1D21D100140B200U,6D01B007A,2.0,,,,
0D21D100140B2000,1D21D100140B200U,6D01Y011A,1.0,,,,
0D21D100140B2000,1D21D100140B200U,6D01Y018A,1.0,,,,
0D21D100240B1000,1D21D100240B100D,6D01A001A,2.0,,,,
0D21D100240B1000,1D21D100240B100D,6D01B005A,2.0,,,,
0D21D100240B1000,1D21D100240B100D,6D01Y011A,1.0,,,,
0D21D100240B1000,1D21D100240B100D,6D01Y016A,1.0,,,,
0D21D100240B1000,1D21D100240B100U,6D01A001A,2.0,,,,
0D21D100240B1000,1D21D100240B100U,6D01B005A,2.0,,,,
0D21D100240B1000,1D21D100240B100U,6D01Y011A,1.0,,,,
0D21D100240B1000,1D21D100240B100U,6D01Y016A,1.0,,,,
0D21D150640B1000,1D21D150640B100D,6D01A001A,2.0,,,,
0D21D150640B1000,1D21D150640B100D,6D01B006A,2.0,,,,
0D21D150640B1000,1D21D150640B100D,6D01Y011A,1.0,,,,
0D21D150640B1000,1D21D150640B100D,6D01Y017A,1.0,,,,
0D21D150640B1000,1D21D150640B100U,6D01A001A,2.0,,,,
0D21D150640B1000,1D21D150640B100U,6D01B006A,2.0,,,,
0D21D150640B1000,1D21D150640B100U,6D01Y011A,1.0,,,,
0D21D150640B1000,1D21D150640B100U,6D01Y017A,1.0,,,,
0D21D440B1000000,1D21D440B100000D,6D01A001A,2.0,,,,
0D21D440B1000000,1D21D440B100000D,6D01B001A,2.0,,,,
0D21D440B1000000,1D21D440B100000D,6D01Y011A,1.0,,,,
0D21D440B1000000,1D21D440B100000D,6D01Y012A,1.0,,,,
0D21D440B1000000,1D21D440B100000U,6D01A001A,2.0,,,,
0D21D440B1000000,1D21D440B100000U,6D01B001A,2.0,,,,
0D21D440B1000000,1D21D440B100000U,6D01Y011A,1.0,,,,
0D21D440B1000000,1D21D440B100000U,6D01Y012A,1.0,,,,
0D21D740B1000000,1D21D740B100000D,6D01A001A,2.0,,,,
0D21D740B1000000,1D21D740B100000D,6D01B003A,2.0,,,,
0D21D740B1000000,1D21D740B100000D,6D01Y011A,1.0,,,,
0D21D740B1000000,1D21D740B100000D,6D01Y014A,1.0,,,,
0D21D740B1000000,1D21D740B100000U,6D01A001A,2.0,,,,
0D21D740B1000000,1D21D740B100000U,6D01B003A,2.0,,,,
0D21D740B1000000,1D21D740B100000U,6D01Y011A,1.0,,,,
0D21D740B1000000,1D21D740B100000U,6D01Y014A,1.0,,,,
0D21D840B1000000,1D21D840B100000D,6D01A001A,2.0,,,,
0D21D840B1000000,1D21D840B100000D,6D01B002A,2.0,,,,
0D21D840B1000000,1D21D840B100000D,6D01Y011A,1.0,,,,
0D21D840B1000000,1D21D840B100000D,6D01Y013A,1.0,,,,
0D21D840B1000000,1D21D840B100000U,6D01A001A,2.0,,,,
0D21D840B1000000,1D21D840B100000U,6D01B002A,2.0,,,,
0D21D840B1000000,1D21D840B100000U,6D01Y011A,1.0,,,,
0D21D840B1000000,1D21D840B100000U,6D01Y013A,1.0,,,,
0D01KDFDR1000000,1D01KDFDR100000D,6D01A002A,1.0,,,,
0D01KDFDR1000000,1D01KDFDR100000D,6D01B008A,1.0,,,,
0D01KDFDR1000000,1D01KDFDR100000U,6D01A002A,1.0,,,,
0D01KDFDR1000000,1D01KDFDR100000U,6D01B008A,1.0,,,,
0D01KDHOOD100000,1D01KDHOOD10000D,6D01A002A,1.0,,,,
0D01KDHOOD100000,1D01KDHOOD10000D,6D01B010A,1.0,,,,
0D01KDHOOD100000,1D01KDHOOD10000U,6D01A002A,1.0,,,,
0D01KDHOOD100000,1D01KDHOOD10000U,6D01B010A,1.0,,,,
0D01KDROOF100000,1D01KDROOF10000D,6D01A002A,1.0,,,,
0D01KDROOF100000,1D01KDROOF10000D,6D01B009A,1.0,,,,
0D01KDROOF100000,1D01KDROOF10000M,6D01A002A,1.0,,,,
0D01KDROOF100000,1D01KDROOF10000M,6D01B009A,1.0,,,,
0D01KDROOF100000,1D01KDROOF10000U,6D01A002A,1.0,,,,
0D01KDROOF100000,1D01KDROOF10000U,6D01B009A,1.0,,,,
0E01FKESS0051C20,1E01PKESS0135C20,6E010001A,2.0,,,,
0E01PKESS0135C20,1E01PKESS0135C20,6E010001A,2.0,,,,
0E01SPADS0397C20,1E01SPADS0397C20,6E010002A,2.0,,,,
0E01SPADS0398C20,1E01SPADS0398C20,6E010002A,2.0,,,,
0E01SPADS0399C20,1E01SPADS0399C20,6E010002A,2.0,,,,
0E01SPADS0400C20,1E01SPADS0400C20,6E010002A,2.0,,,,
0E01PGID0081K2F0,1E01PGID0081K2F0,6E010003A,2.0,A03,195.0,1.0,2
0E01PGID0081K2F0,1E01PGID0081K2F0,6E010003A,2.0,A04,212.0,5.0,4
0E01PGID0081K2F0,1E01PGID0081K2F0,6E010003A,2.0,A05,191.0,2.0,5
0E01PGID0081K2F0,1E01PGID0081K2F0,6E010003A,2.0,A07,180.0,6.0,
0E01PGID0081K2F0,1E01PGID0081K2F0,6E010003A,2.0,S01,203.0,4.0,3
0E01PGID0081K2F0,1E01PGID0081K2F0,6E010003A,2.0,S02,207.0,3.0,1
0E01PGID0081K2F1,1E01PGID0081K2F1,6E010003A,2.0,A03,195.0,1.0,2
0E01PGID0081K2F1,1E01PGID0081K2F1,6E010003A,2.0,A04,212.0,5.0,4
0E01PGID0081K2F1,1E01PGID0081K2F1,6E010003A,2.0,A05,191.0,2.0,5
0E01PGID0081K2F1,1E01PGID0081K2F1,6E010003A,2.0,A07,180.0,6.0,
0E01PGID0081K2F1,1E01PGID0081K2F1,6E010003A,2.0,S01,203.0,4.0,3
0E01PGID0081K2F1,1E01PGID0081K2F1,6E010003A,2.0,S02,207.0,3.0,1
0E01PGID0082K2F0,1E01PGID0082K2F0,6E010004A,2.0,A03,180.0,1.0,2
0E01PGID0082K2F0,1E01PGID0082K2F0,6E010004A,2.0,A05,184.0,4.0,3
0E01PGID0082K2F0,1E01PGID0082K2F0,6E010004A,2.0,S01,186.0,3.0,1
0E01PGID0082K2F0,1E01PGID0082K2F0,6E010004A,2.0,S02,185.0,2.0,
0E01SPAK0474E2F0,1E01SPAK0474E2F0,6E010005A,4.0,A02,187.0,5.0,
0E01SPAK0474E2F0,1E01SPAK0474E2F0,6E010005A,4.0,A04,186.0,2.0,
0E01SPAK0474E2F0,1E01SPAK0474E2F0,6E010005A,4.0,A07,180.0,1.0,
0E01SPAK0474E2F0,1E01SPAK0474E2F0,6E010005A,4.0,A08,180.0,3.0,
0E01SPAK0474E2F0,1E01SPAK0474E2F0,6E010005A,4.0,A09,200.0,4.0,
0E01SPAK0474E2F00,1E01SPAK0474E2F00,6E010005A,4.0,A02,187.0,5.0,
0E01SPAK0474E2F00,1E01SPAK0474E2F00,6E010005A,4.0,A04,186.0,2.0,
0E01SPAK0474E2F00,1E01SPAK0474E2F00,6E010005A,4.0,A07,180.0,1.0,
0E01SPAK0474E2F00,1E01SPAK0474E2F00,6E010005A,4.0,A08,180.0,3.0,
0E01SPAK0474E2F00,1E01SPAK0474E2F00,6E010005A,4.0,A09,200.0,4.0,
0E01SPAK0475E2K0,1E01SPAK0475E2K0,6E010006A,1.0,A01,191.0,1.0,
0E01SPAK0475E2K0,1E01SPAK0475E2K0,6E010006A,1.0,A03,192.0,3.0,
0E01SPAK0475E2K0,1E01SPAK0475E2K0,6E010006A,1.0,A05,209.0,4.0,
0E01SPAK0475E2K0,1E01SPAK0475E2K0,6E010006A,1.0,A08,189.0,6.0,
0E01SPAK0475E2K0,1E01SPAK0475E2K0,6E010006A,1.0,S01,204.0,2.0,
0E01SPAK0475E2K0,1E01SPAK0475E2K0,6E010006A,1.0,S02,220.0,5.0,
0E01SPAK0475E2K00,1E01SPAK0475E2K00,6E010006A,1.0,A01,191.0,1.0,
0E01SPAK0475E2K00,1E01SPAK0475E2K00,6E010006A,1.0,A03,192.0,3.0,
0E01SPAK0475E2K00,1E01SPAK0475E2K00,6E010006A,1.0,A05,209.0,4.0,
0E01SPAK0475E2K00,1E01SPAK0475E2K00,6E010006A,1.0,A08,189.0,6.0,
0E01SPAK0475E2K00,1E01SPAK0475E2K00,6E010006A,1.0,S01,204.0,2.0,
0E01SPAK0475E2K00,1E01SPAK0475E2K00,6E010006A,1.0,S02,220.0,5.0,
0E01SPAK0475E2K1,1E01SPAK0475E2K1,6E010006A,1.0,A01,191.0,1.0,
0E01SPAK0475E2K1,1E01SPAK0475E2K1,6E010006A,1.0,A03,192.0,3.0,
0E01SPAK0475E2K1,1E01SPAK0475E2K1,6E010006A,1.0,A05,209.0,4.0,
0E01SPAK0475E2K1,1E01SPAK0475E2K1,6E010006A,1.0,A08,189.0,6.0,
